id,user,created_at,text
1004460977343959040,AprilDFriesen,2018-06-06 20:32:13,"RT @Frajud12: The only lesson one should retain from 1775-1776 &amp; 1812-1814 wars, is that Canada doesn't like being attacked &amp; that US never…"
1004460974156517376,JacCro36,2018-06-06 20:32:12,"RT @blazingxmexican: @realDonaldTrump Mr. Trump, why are NFL players unpatriotic for kneeling when you don't know basic American history? C…"
1004460973850353664,LutherJones79,2018-06-06 20:32:12,RT @Acosta: SCOOP: When Trudeau pressed Trump on national security justification for tariffs on Canada Trump responded: “didn’t you guys bu…
1004460973690793984,msryber78,2018-06-06 20:32:12,"@KimKkalberts @ResistanceWave @realDonaldTrump Sorry, saying Canada is a security threat, despite not being able to… https://t.co/z2BgYPxnOR"
1004460970016636928,dianej1954,2018-06-06 20:32:11,@Dalt_68 @Acosta Actually Canada became a country in 1867
1004460969773404160,DavidHuntSmith,2018-06-06 20:32:11,"RT @GartrellLinda: NEVER FORGET the sacrifices made on D-Day!
D-Day by the numbers:
11,590 aircraft
14674 sorties
127 aircraft lost
6,039 s…"
1004460969286946816,Marinick5,2018-06-06 20:32:11,"RT @Naky: Gracias a Argentina, Bahamas, Barbados, Brasil, Canadá, Chile, Colombia, Costa Rica, Estados Unidos, Guatemala, Guyana, Honduras,…"
1004460969064615936,OackLee,2018-06-06 20:32:11,"RT @TwitterMoments: “Didn't you guys burn down the White House?"" According to CNN, President Trump referenced the War of 1812 during a phon…"
1004460968917766146,MillennialStorm,2018-06-06 20:32:11,"RT @4everNeverTrump: @Acosta 1) Yes, it was Britain

2) It was also OVER TWO HUNDRED YEARS AGO

3) Finally, Canada has been a steadfast all…"
1004460968204734465,ktparrish48,2018-06-06 20:32:11,"RT @mmpadellan: Every day, history is written.

But with trump, it is being rewritten in New, embarrassing ways.

Like the War of 1812, in…"
1004460968037048321,one_timi_oke,2018-06-06 20:32:11,Even if it was Canada imagine trying to bring up a 200yr old war in trade negotiations. The guy is too much banter… https://t.co/WG66CZbBPR
1004460966203887616,benbolliger,2018-06-06 20:32:10,In Vancouver no one should die on our streets or seeking shelter in a Tim Hortons because they don't have safe… https://t.co/DnduhKV3QN
1004460965998411782,murdoch_canada,2018-06-06 20:32:10,RT @SwampyTrump: I’m hoping that fucking moron @DonaldJTrumpJr gets indicted first so we can hear trump say that Jr. only worked on the cam…
1004460964576624640,VancouverSun,2018-06-06 20:32:10,Paras Atashnak dishes on Big Brother Canada https://t.co/vBzvgRvT7c https://t.co/uCRE4bzBbx
1004460964249587713,apolmom4,2018-06-06 20:32:10,"@krassenstein And it wasn't Canada that burnt the WH, it was Great Britain!!!!!!  OMG!!!"
1004460963490357249,MedvisJackson,2018-06-06 20:32:10,"RT @gregolear: Canada did not torch the White House during the War of 1812.

Canada DID, however, commit many troops to the D-Day mission i…"
1004460962974457856,jordanbonomo97,2018-06-06 20:32:10,"RT @TrivWorks: CANADA: But why?

TRUMP: War of 1812!

FRANCE: *scrambles to find receipt for Louisiana Purchase*"
1004460962865434624,UnclehammySteve,2018-06-06 20:32:10,@thehill The War of 1812 not withstanding it is easy to justify national security concern with Canada it really com… https://t.co/A3iY0zrbij
1004460961611251713,jockdj83,2018-06-06 20:32:09,"RT @depressionnote: Suicide hotline numbers 🌍 

United Kingdom 🇬🇧 116 123
United States 🇺🇸 1-800-273-8255
Canada 🇨🇦 1 800 456 4566
Ireland…"
1004460961611202560,youngawd,2018-06-06 20:32:09,Twitter Fights Back Against Trump’s War of 1812 Revisionism: #Canada ‘Didn’t Even Exist’ Then… https://t.co/tGNj9sTUUL
1004460960466251778,tcknight01,2018-06-06 20:32:09,RT @BACARDI: CONCERT LOVERS! YOU COULD WIN A @LIVENATION ULTIMATE ACCESS PASS FOR YOU AND A FRIEND OR OTHER EPIC MUSIC EXPERIENCES! NO PURC…
1004460960445337600,GalizaAlberto,2018-06-06 20:32:09,"RT @alo_oficial: Este fin de semana celebro mis 300 GPs en Formula 1. Vamos a por todas!!

This weekend I will celebrate my 300th GP in For…"
1004460960365473792,HK2K16_,2018-06-06 20:32:09,"RT @Goss30Goss: .@realDonaldTrump 

Canada is not our enemy.
They did not burn down the WH in 1812.
They are our neighbors. 
They are our a…"
1004460959983783936,ABPolitical,2018-06-06 20:32:09,RT @WalshFreedom: Canada was a British colony during the War of 1812 and Canadian militias fought alongside the British. https://t.co/DLbfV…
1004460959421911041,JimmyDitch,2018-06-06 20:32:09,"RT @bigthink: Canada set to legalize recreational marijuana, provide $6bn annual boost to GDP:  https://t.co/VIXRYIxETk https://t.co/mUmtWp…"
1004460959283458048,MkhiMcCarthy,2018-06-06 20:32:09,RT @Acosta: SCOOP: When Trudeau pressed Trump on national security justification for tariffs on Canada Trump responded: “didn’t you guys bu…
1004460955957321728,23Adaawg,2018-06-06 20:32:08,"RT @EdKrassen: The U.S. President just asked Canada's Prime Minister, Justin Trudeau, ""Didn't you guys burn down the White House?""

For tho…"
1004460953281314816,exonctmv,2018-06-06 20:32:07,RT @neoplums: people always look at jaehyun and see this big guy with no personality but jaehyun is the kid who makes snowmen with mark bec…
1004460952849301504,freddiechurro13,2018-06-06 20:32:07,"RT @GartrellLinda: NEVER FORGET the sacrifices made on D-Day!
D-Day by the numbers:
11,590 aircraft
14674 sorties
127 aircraft lost
6,039 s…"
1004460952723472385,hazmatnz,2018-06-06 20:32:07,"RT @RealDonaldTrFan: Just had a BIG FIGHT with Canada's Justin Trudeau! I'M ANGRY! He WRONGLY says Canadiens (America's #1 ENEMY), DIDN'T b…"
1004460949733019648,uvamomfran,2018-06-06 20:32:07,RT @Acosta: SCOOP: When Trudeau pressed Trump on national security justification for tariffs on Canada Trump responded: “didn’t you guys bu…
1004460948327936001,OfeliyaDD,2018-06-06 20:32:06,"RT @grantstern: Just to recap:

Trump imposed aluminum tariffs on our country's real allies like Canada, but he is un-sanctioning Rusal, Ru…"
1004460947484921856,slinkybutterfly,2018-06-06 20:32:06,Fashion designer Kate Spade found dead https://t.co/G8yskPT06D
1004460947442892801,rochaperiodista,2018-06-06 20:32:06,Disputas comerciales tensan cumbre de líderes del G-7 en Canadá - Expediente Noticias https://t.co/NJ0neBlj7C
1004460945664630784,AVKingJames,2018-06-06 20:32:06,RT @CBCAlerts: CBC News has confirmed a CNN report that Trudeau and U.S. President Trump had a 'testy' phone call in May about U.S. tariffs…
1004460945576374272,1flwpbmll,2018-06-06 20:32:06,"@FLOTUS is alive &amp; well. #Trump's ratings are lower than Melania's. That ought to piss @Potus bigly... 🔥💥
 https://t.co/YgA7xNj1qx"
1004460945559769089,1sgmoran,2018-06-06 20:32:06,"RT @votevets: They actually tell you it was the British (not Canadians) on White House tours. They also teach it in grade school.

Yet, Tru…"
1004460944578134016,Joanieklein5,2018-06-06 20:32:05,RT @essenviews: Trump Accuses Canada Of Burning Down The White House During Trade War Phone Call Fight. Trump came up with his own fracture…
1004460943030538244,AureliusPundit,2018-06-06 20:32:05,"RT @RealDonaldTrFan: Just had a BIG FIGHT with Canada's Justin Trudeau! I'M ANGRY! He WRONGLY says Canadiens (America's #1 ENEMY), DIDN'T b…"
